yang	which
memecatnya	fire him/her
membusungkan	to swell
memburunya	hunt him/her
membuntutinya	following him/her
membukukannya	book it
membujur	longitudinal
membujang	single
membuih	foam
membubuhkan	to put
membubuhinya	add to it
membuatku	make me
memboroskannya	waste it
memborok	ulcerate
memborehimu	boring you
memborehi	to drill
membongkarnya	unpack it
membohonginya	lie to him
membodohkan	fool
membisingkan	make noise
membingungkannya	confuse him/her
membinasakanmu	destroy you
membina	build
membilang	count
membidikkannya	aim for it
membiayainya	finance it
memberkas	file
memberangkatkan	to dispatch
membentenginya	fortify it
membendungnya	curb it
membelot	defect
membelanjakan	spend
membelaku	defend me
membelai	caress
membekukan	freeze
membedakannya	distinguish it
membebat	to wrap
membebankannya	burden it
membayarkannya	pay it
membawakan	bring
membawahi	in charge
membatasimu	limit you
membasuhmu	wash you
membasminya	eradicate it
membasahimu	wet you
membaptisnya	baptize him/her
membaptiskan	baptize
membantun	help
membantulah	help
membantingnya	slam it
membantingkan	slam
membantainya	slaughter him
membanjirimu	flood you
membangunlah	build
membanggakannya	proud of it
membanding	compare
membandel	stubborn
membalutnya	wrap it
membalutkan	wrap
membaktikan	dedicate
membajakan	to hijack
membahu	shoulder
membahagiakannya	make him happy
membadai	storm
membacok	to chop
memasyhurkannya	make it famous
memasarkan	market
memasangkannya	put it on
memasakkan	cook
memarangnya	write it down
memarahimu	scold you
memar	bruise
memapani	to board
memanjatnya	climb it
memanggilku	call me
memanennya	harvest it
memanduri	to navigate
memandikannya	bathe him/her
memandangku	looking at me
memancur	gushing
memancungnya	behead him
memanahnya	shoot it
memanahi	archery
memalsukan	forge
memalingkannya	turn it away
memakukannya	nail it
memaklumkannya	inform him/her
memakamkannya	bury him
memadai	adequate
memacunya	drive it
memacek	to pack
melumas	lubricate
meluluskan	approve
meluluhkan	melt
meludahkan	spit
melonjaklah	jump
meliuk	twist
melirik	glance
meliputinya	covering it
melipatgandakannya	multiply it
melinukan	to soften
melintangkan	cross
melingkungi	surround
melinggis	to shake
melindas	run over
melimpahnya	abundance
melimpahinya	overflowing
melimpahimu	overflowing with you
melimbang	ponder
meletup	explode
melerai	to separate
melepasnya	take it off
melepasmu	let you go
melepa	plaster
melentuk	bend
melenguhkah	moaning
melengkungkan	to curve
melengkapkan	complete
melelehkan	melt
meleklah	be literate
meledaklah	explode
meleburnya	melt it
melebarkannya	widen it
melebar	widen
melayu	Malay
melayangnya	floating
melayakkan	qualify
melawanku	against me
melarikannya	run away
melapangkan	to widen
melantikmu	appoint you
melangsungkannya	to do it
melangkahkan	step
melangkahinya	step over it
melandamu	you are welcome
melampung	float
melampauinya	beyond it
melambaikan	waving
melamarnya	propose to her
melamar	propose
melalukannya	do it
melalaikannya	neglect it
melagak	pretend
melabuhkan	anchor
megahkanlah	make it grand
mecah	break
mayatku	my corpse
mayangnya	its possible
maunya	want
matiku	my death
matikan	turn off
matikah	are you dead?
mataharimu	your sun
masyhurkanlah	make it famous
masyhurkan	make famous
masukmu	your entry
masukkanlah	put it in
masukilah	come in
masin	salty
masamu	your time
masaku	my time
masaknya	cook it
masakannya	the cooking
masakanku	my cooking
marmer	marble
margasatwanya	its wildlife
marahkah	Are you angry?
manusiakah	is it human
mantu	son-in-law
manteranya	the spell
manjur	effective
manisanku	my sweet
mangulah	win
mangsamu	your prey
mangkubumi	king of the earth
mangkat	dead
mandornya	the foreman
mandir	home
mandilah	take a shower
mancurlah	fountain
mancing	fishing
mancar	radiate
manakala	while
mampuslah	get rid of it
mama	mom
malulah	shame on you
maluku	my shame
maluan	shame
maling	thief
maligainya	its magic
malasan	laziness
malapetakamu	your disaster
malanglah	unfortunately
malampun	even at night
malamlah	it's night
malaikatlah	angel
maklumlah	please note
makimu	your name
makanmu	your meal
majukah	progress
majikannyalah	the employer
majikanku	my employer
majelisnya	the assembly
mainkanlah	play it
mahkotaku	my crown
mahirnya	skillfully
mahasuci	holy
mahar	dowry
mahapaham	omniscient
mahamulia	noble
mahalnya	expensive
mahabijaksana	all-wise
mahabesar	immense
maduku	my friend
macamnya	like that
mabukmu	your drunk
mabuklah	get drunk
maaflah	I'm sorry.
maafkan	forgive
lututmu	your knee
lututku	my knee
lusanya	the day after tomorrow
luruh	autumn
luputkan	escape
lumut	moss
lumuran	spread
lumpuhkanlah	paralyze
lumpuhkan	disable
lumpang	mud
lumbungnya	the barn
lulus	pass
luluhnya	it melts
lukisan	painting
ludahi	spit
lucu	funny
lubangnya	the hole
luaslah	wide open
luapkanlah	spread it out
lorongku	my lane
lontarkan	throw
longgar	loose
lomba	race
loloslah	get away
lolong	howl
lobangnya	the hole
liurnya	his saliva
liuk	crooked
liputilah	cover it
lintasannya	the trajectory
lingsir	turn
lingkunganku	my neighborhood
lingkarannya	the circle
linggam	penis
lingga	phallus
lincah	agile
lihatkah	see?
liarlah	go wild
lezatnya	delicious
lewatilah	pass by
lesulah	lethargic
les	lesson
lenyapkanlah	make it disappear
lenyapkan	eliminate
lengkungan	arch
lengket	sticky
lengkapnya	completely
lengkaplah	complete
lengkapilah	complete
lengah	careless
lenannya	his/her linen
lenanku	my linen
lempung	clay
lemparlah	throw it
lemparan	throw
lempang	limp
lembutnya	its soft
lembar	sheet
lembahnya	the valley
lembaga	board
lem	glue
lelucon	joke
lelerannya	his/her tolerance
lelakinya	her man
legendaris	legendary
lecutan	abrasion
lecut	jerk
lebihankah	is it too much?
lebarlah	wide
layarmu	your screen
layangkanlah	let it go
layangkan	launch
layaklah	worthy
lawanan	resistance
lawak	funny
lautnya	the sea
lauknya	the side dish
lauk	side dish
latihlah	practice
larutlah	dissolve
larikan	run away
laporanmu	your report
lapisilah	cover it
lapisi	cover
laparnya	his hunger
laparlah	be hungry
lantiklah	appoint
lantik	appoint
langsungkan	direct
langkan	ledge
langitmu	your sky
langganannya	his subscription
lancarkanlah	launch it
lancang	impudent
lamunannya	his daydream
lampaui	surpass
lambungnya	the hull
lambannya	slowness
lambaikanlah	wave it
lamanyakah	how long
lalangnya	the weeds
lainlah	something else
lahirmu	your birth
lahat	all
lahap	gluttonous
laguku	my song
lagikah	again?
kwalitetnya	its quality
kuyup	drenched
kuyakini	I believe
kuwariskan	inherit
kuutamakan	I prioritize
kuundang	I invite you.
kuumpamakan	I liken
kuulangi	I repeat.
kututurkan	I speak.
kututupi	I cover it.
kututup	I closed.
kutunjukkan	I show
kutunjuk	I show
kutunggangbalikkan	I turn it upside down.
kutundukkan	I subdue
kutumpuk	I piled up
kutujukan	I am referring to
kutuduh	I accuse
kutitipkan	I entrust
kutepati	I agree.
kutentukan	I determine
kutentangi	I resist.
kutempatkan	I place
kuteliti	I am careful.
kutegakkan	I erect
kutebus	I redeem
kutawarkan	I offer
kutawan	I am a prisoner.
kutatap	I stare.
kutatang	I come
kutaruh	I bet
kutarik	I pull
kutanyai	I ask
kutantang	I challenge
kutangisi	I cry.
kutanggalkan	I remove it.
kutandatangani	I sign.
kutancapkan	I insert it.
kutanami	I plant it.
kutambahkan	I add
kutakutkan	I'm afraid.
kutaburi	I sprinkle
kususul	follow up
kustaku	my leprosy
kusokong	I support
kusewa	I rent.
kusetujui	I agree.
kuserang	I attacked.
kusembuhkan	I heal.
kusam	dull
kusalahi	I'm sorry.
kusaksikan	I witness
kusadari	I realize
kurencanakan	I plan
kuremuk	I crush
kuraplah	ringworm
kurap	ringworm
kurangkah	is it less?
kurampok	I rob.
kuputuskan	I decide.
kupusatkan	I'm sorry.
kupunyai	I have
kupunahkan	complete
kupuaskan	satisfy
kupohonkan	I plant trees.
kupertimbangkan	I consider
kupertahankan	I defend.
kupersembahkankah	shall I present?
kupergunakan	I use
kupergumulkan	I struggle.
kuperdengarkan	I listened.
kupercayakan	I trust
kuperangi	I won.
kupendam	I am depressed.
kupelihara	I take care of
kupeganglah	I hold it.
kupecahkan	I broke it.
kupatuhi	I obey.
kupanggilkah	shall I call?
kupanggang	I bake.
kuolah	I work.
kuobrak	I broke it.
kuntumnya	the flower
kunjungannya	his visit
kunjunganmu	your visit
kunjunganku	my visit
kunjugan	visit
kunikmati	I enjoy
kungangakan	I am proud.
kuncupnya	the bud
kunazarkan	I swear
kunang	firefly
kunamakan	I call it
kunaikkan	I raise
kumimpikan	I dreamt
kuluhurkan	I glorify
kulengkapi	I complete
kulempar	I throw
kulekatkan	I glued it.
kulanjutkan	I continue.
kulampiaskan	I vent.
kulalui	I pass by
kulahmu	your ears
kukunjungi	I visit you.
kukumu	your nails
kukuku	my nails
kukuburkan	bury
kukuatkan	strengthen
kukuasai	I control it.
kukenakan	I wear
kukemukakan	I propose
kukemasi	I love you.
kukecup	I kiss you.
kukebaskan	I freed
kukebas	I am numb.
kukaruniakan	I grant
kukabarkan	I inform you
kujodohkan	I swear
kujelaskan	I explain.
kujebloskan	I threw it away.
kujatuhkan	I dropped
kujambak	I will throw
kujahit	I sew.
kujaga	I take care of
kuisi	quiz
kuintip	I spy.
kuingkari	I deny.
kuingatkan	I remind you
kuilmu	your temple
kuilan	quilt
kuikrarkan	I promise.
kuikat	tie
kuhukum	I judge
kuhormati	I respect
kuhindari	I avoid
kuhidupi	I live
kuhibur	I entertain
kuharumkan	I perfume
kuhargai	I appreciate it.
kuhangatkan	I warm up.
kuhancurkan	I destroy
kuhampiri	I approach
kuhakimi	I judge.
kuhadapkan	I confront
kugunakan	I use
kugiling	grind
kugemari	I like it.
kugeleng	I shake.
kugali	I dig.
kufahami	I understand.
kuejek	mocking
kuduskah	holy
kudambakan	I long for
kucuri	steal
kucondongkan	I lean.
kucatat	I wrote it down.
kucampur	I mix
kucambuk	whip
kucabut	I pull out
kuburlah	bury
kuburku	my grave
kuburanku	my grave
kubukalah	open it
kubukakan	I open it.
kubujuk	I persuade
kububuhi	I am growing
kubuai	I'm sorry.
kubesarkan	I raised
kubersihkan	I clean.
kuberitahu	I told you.
kuberhasil	I succeeded.
kuberbaring	I lie down.
kubentuk	I formed
kubengkokkan	I bend it.
kubekali	I provide
kubayangkan	I imagine
kubasuh	I wash
kubantu	I help you.
kubantai	I kill.
kubangunkan	I wake up.
kubanggakan	I am proud of it.
kubangannya	his/her puddle
kubangan	puddle
kubalaskan	I respond.
kubalas	I reply.
kubajak	I plow.
kubagi	I share
kuatku	my strength
kuatkah	Are you strong?
kuatirmu	your worries
kuas	brush
kuarahkan	I ordered
kuantarkan	deliver
kuantar	quant
kuanjurkan	I recommend
kuambillah	I took it.
kuambilkah	did I take it?
kualinya	the pan
ksatria	knight
koyaklah	tear it up
koyakkan	tear
kotoranmu	your shit
korupsi	corruption
kormanya	the palm tree
korbanmu	your sacrifice
koral	coral
kontannya	cash
kompleksnya	its complex
kompinya	his company
komentarnya	his comment
komentar	comment
kokohkan	strengthen
koiniks	coin
kodrat	nature
kocar	toss
kobra	cobra
kobaran	blaze
kitakah	are we
kitabnya	his book
kisut	wrinkled
kisiku	my grid
kisahnya	the story
kirimanmu	your post
kirbatnya	his/her back
kikisan	erosion
kicauan	chirp
kibasan	flick
kiasannya	the metaphor
khayalannya	his imagination
khayalanku	my imagination
khawatirnya	worried
khatanmu	your circumcision
khasiat	benefits
keyahudiannya	his/her Jewishness
kewaspadaan	alertness
keutuhan	integrity
keuangannya	his finances
keturunannyalah	his descendants
ketulusanmu	your sincerity
ketularan	contagion
ketuklah	knock
ketuk	knock
ketuhanan	divinity
ketuamu	your boss
ketua	leader
ketinggiannya	its height
ketidaksopanan	impoliteness
ketidaksetiaannya	his infidelity
ketidaksenonohan	indecency
ketidakadilanku	my injustice
ketiakmu	your armpit
ketiakku	my armpit
ketiak	armpit
ketermasyhuranmu	your fame
keterampilan	skills
ketentuannya	the provisions
ketenteraanmu	your army
ketentaraan	army
keteledorannya	his negligence
ketelanjangannya	her nakedness
ketelanjangan	nudity
ketekunanku	my perseverance
ketegasan	firmness
ketawamu	your laughter
ketapang	strength
ketangkasannya	his agility
ketangkasan	agility
ketandusannya	its barrenness
ketakutanku	my fear
ketahiran	purity
ketabahanmu	your perseverance
ketaatannya	his obedience
kesusilaan	morality
kesurupan	possession
kesungguhannya	his sincerity
kesungguhanmu	your sincerity
kesumba	skunk
kesulunganmu	your birthright
kesulunganku	my firstborn
kesulitannya	the difficulty
kesulitanku	my difficulty
kesucianku	my purity
kesibukannya	his busyness
kesibukan	busyness
kesewenang	arbitrariness
kesetiaanku	my loyalty
kesetaraan	equality
kesesuaian	suitability
kesesatanku	my mistake
keserakahannya	his greed
kesepianmu	your loneliness
kesenjangan	gap
kesengsaraannya	his misery
kesempurnaannya	its perfection
kesemarakan	splendor
keseluruhanmu	your whole
keseluruhan	whole
kesejahteraannya	his well-being
kesehatanmu	your health
keseganan	shyness
kesederhanaan	simplicity
kesayanganmu	your favorite
kesayangankah	Is it your favorite?
kesat	rude
kesanggupannya	his/her ability
kesan	effect
kesampingkan	set aside
kesalkah	Are you sorry?
kesalahanmulah	it's your fault
kesaksianku	my testimony
kesakitannya	the pain
kesakitanmu	your pain
kesahlah	okay
kerusakanmu	your damage
kerumunan	crowd
keruhkan	turbidity
kerugiannya	the loss
kerugianmu	your loss
kerugianku	my loss
kersik	gravel
kerongkonganmu	your throat
kerjaku	my work
keringnya	dry
keringkan	dry
kerinduanmu	your longing
kerinduanku	my longing
keriangan	joy
keriaan	joy
keretakan	crack
kerelaannya	his/her willingness
kerdil	dwarf
keratlah	cut it
keratan	cutting
kerasulanku	my apostolate
kerasulan	apostolate
kerangkanya	the skeleton
kerakusannya	his greed
kerakusan	greed
kerak	crust
kerajinanmu	your craft
kerahiman	mercy
kepunyaanmulah	yours
kepulauan	archipelago
kepulangan	return
kepul	roll
kepujianku	my compliments
kepongahannya	his arrogance
keponakan	nephew
kepintarannya	his intelligence
kepincangan	disability
kepicikan	pettiness
kepialu	typhoid
keperkasaannya	his/her strength
keperkasaanku	my strength
kepergianmu	your departure
kepergianku	my departure
kepentinganmukah	main importance
kepemimpinannya	his leadership
kepedihannya	the pain
kepedihanmu	your pain
kepatuhanku	my obedience
kepangnya	the braid
kepalkanlah	clench your fist
kepadatan	density
kepadanyalah	to him
kenyataannya	in reality
kenyangkan	fill up
kenginan	desire
kenekatan	tightness
kenegaraan	statehood
kendur	slack
kendaraanku	my vehicle
kencangnya	how fast
kenalanmu	your acquaintance
kemusnahannya	its destruction
kemurtadanmu	your apostasy
kemurniannya	its purity
kemujurannya	fortunately
kemujuranmu	your luck
kemudaanmu	your youth
kemudaan	youth
kemolekannya	its beauty
kemiskinanmu	your poverty
kemesraan	intimacy
kemerdekaanmu	your independence
kementerenganmu	your honor
kemenanganku	my victory
kemelaratan	poverty
kembung	bloating
kembarnya	his twin
kembangkanlah	expand it
kembalikah	come back
kemauanku	my will
kematianmu	your death
kemasyhuranmu	your fame
kemasyhuranku	my fame
kemasukannya	its entry
kemasi	packing
kemaraumu	your drought
kemampuanku	my ability
kemalu	shy
kemakmuranmu	your prosperity
kemahiran	skills
kemahakuasaan	omnipotence
keluhurannya	his nobility
keluhku	my complaint
kelompoknya	his group
kelobaannya	his greed
kelirunya	wrong
kelip	blink
kelingkingku	my little finger
kelilinglah	go around
kelicinan	smoothness
kelicikannya	his cunning
kelicikanku	my cunning
kelesuan	lethargy
kelentung	scurvy
kelentingan	elasticity
kelemahannya	his weakness
kelemahanlah	weakness
kelelahan	fatigue
kelebihanmu	your advantage
kelaparanlah	be hungry
kelap	dry
kelana	wander
kelamnya	dark
kelaminnya	his/her gender
kelaminmu	your gender
kelambanan	slowness
kelalaiannya	his negligence
kekurusanku	my thinness
kekuatiranmu	your worries
kekotoran	dirt
kekosongan	vacancy
kekeruhan	turbidity
kekerasanmu	your violence
kekekalan	eternity
kekejiannya	its ugliness
kekejangan	spasm
kekejamannya	his cruelty
kekejamanmu	your cruelty
kekecualian	exception
kekar	strong
kekalahanmu	your defeat
kekagetan	surprise
kekafiran	infidelity
kejutkanlah	surprise me
kejutkan	surprise
kejut	shock
kejujurannya	his honesty
kejujuranku	my honesty
kejuaraan	championship
kejora	dawn
kejinya	disgusting
kejengkelan	irritation
kejayaannya	his success
kejayaanmu	your success
kejayaanku	my success
kejatuhannya	his downfall
kejarnya	chase him/her
kejaran	pursuit
kejapan	sleep
kejangkitan	infection
kejandaanmu	your widowhood
kejandaan	widowhood
kejahilan	ignorance
kejahatanmulah	your crime
kejahatanlah	it is evil
kejadianku	my story
keinsafan	conviction
keilahian	divinity
kehutanan	forestry
kehujanan	rain
kehormatanku	my honor
kehitam	black
